symbol,pullback_type,entry_rule,don_break_len,regime_up,trades,win_rate_pct,profit_factor,avg_pnl,median_pnl,avg_pnl_R,median_pnl_R
ONDOUSDT,retest,close_above_break,20,True,4.0,50.0,2.687734683094879,8.681306251332696,2.721690325507356,0.8681306251332696,0.27216903255073555
ONEUSDT,retest,close_above_break,20,True,3.0,66.66666666666666,40.795066300083064,17.242489971890546,13.582226868982012,1.7242489971890549,1.3582226868982012
ONTUSDT,retest,close_above_break,20,True,8.0,25.0,0.8621533116189279,-1.0828918517564166,-10.398688027941823,-0.10828918517564179,-1.0398688027941825
OPUSDT,retest,close_above_break,20,True,2.0,100.0,,25.21465837188989,25.21465837188989,2.5214658371889893,2.5214658371889893
ORBSUSDT,retest,close_above_break,20,True,1.0,0.0,0.0,-10.202734769219722,-10.202734769219722,-1.020273476921972,-1.020273476921972
ORCAUSDT,retest,close_above_break,20,True,2.0,0.0,0.0,-10.256949423005945,-10.256949423005945,-1.0256949423005945,-1.0256949423005945
ORDIUSDT,retest,close_above_break,20,True,4.0,50.0,2.3074854651564425,6.721006114343319,-1.2722292707966774,0.6721006114343322,-0.1272229270796677
PARTIUSDT,retest,close_above_break,20,True,1.0,0.0,0.0,-10.227817216606804,-10.227817216606804,-1.0227817216606805,-1.0227817216606805
PAXGUSDT,retest,close_above_break,20,True,9.0,44.44444444444444,2.007992074159555,5.705036424592019,-3.0693429400503067,0.6823587666536398,-0.3069342940050307
PEAQUSDT,retest,close_above_break,20,True,1.0,100.0,,39.84411018464992,39.84411018464992,3.984411018464992,3.984411018464992
PENDLEUSDT,retest,close_above_break,20,True,8.0,37.5,1.027546892219958,0.17744778894373425,-10.288492082046108,0.017744778894373398,-1.0288492082046108
PENGUUSDT,retest,close_above_break,20,True,5.0,80.0,8.708291094420323,15.640133917628708,5.739373490715338,1.5640133917628707,0.5739373490715338
PEOPLEUSDT,retest,close_above_break,20,True,6.0,16.666666666666664,0.7767395659824027,-1.9038591401491518,-10.221820288608342,-0.1903859140149152,-1.0221820288608343
PHAUSDT,retest,close_above_break,20,True,4.0,50.0,2.0428827430689744,5.376180479250631,-3.9379404665073974,0.5376180479250632,-0.3937940466507397
PHBUSDT,retest,close_above_break,20,True,2.0,100.0,,39.61860761057295,39.61860761057295,3.961860761057295,3.961860761057295
PIPPINUSDT,retest,close_above_break,20,True,2.0,100.0,,26.49628798510816,26.49628798510816,2.649628798510816,2.649628798510816
PIXELUSDT,retest,close_above_break,20,True,1.0,100.0,,13.79312544682719,13.79312544682719,1.379312544682719,1.379312544682719
PLUMEUSDT,retest,close_above_break,20,True,3.0,0.0,0.0,-10.23916352926573,-10.193970956043106,-1.0239163529265731,-1.0193970956043106
