trade_id,symbol,entry_ts,exit_ts,entry,exit,qty,side,sl,tp,exit_reason,atr_at_entry,regime_up,rs_pct,pullback_type,entry_rule,don_break_len,fees,pnl,pnl_R,mae_over_atr,mfe_over_atr,markov_state_4h,markov_prob_up_4h,trend_regime_1d,vol_regime_1d,vol_prob_low_1d,regime_code_1d,regime_1d,markov_state_up_4h
1,RAYDIUMUSDT,2025-01-22 02:45:00+00:00,2025-01-25 02:45:00+00:00,7.659299850463867,7.720600128173828,17.759195827956994,long,7.096211290774822,9.911654089220045,time,0.2815442798445223,True,93.93939393939394,retest,close_above_break,20,0.15022406054426013,0.9384195756150833,0.09384195756150833,0.7476613043071385,3.663013666298909,,0.8321606063001753,nan,LOW_VOL,0.8694664606843605,,NA_LOW_VOL,1
2,1000TOSHIUSDT,2025-01-23 23:45:00+00:00,2025-01-25 16:10:00+00:00,0.5130000114440918,0.8513567512897955,118.21842242078779,long,0.4284108264826659,0.8513567512897955,tp_final,0.042294592480712954,True,99.76689976689977,retest,close_above_break,20,0.08871065726024327,39.91128934273976,3.9911289342739757,1.1514475482477653,8.890025061640186,,0.6811086103099255,nan,LOW_VOL,0.8482306848069873,,NA_LOW_VOL,1
3,XCNUSDT,2025-01-25 02:30:00+00:00,2025-01-26 05:55:00+00:00,0.024118399247527122,0.042774432357860506,2144.0785274895557,long,0.019454390969943777,0.042774432357860506,tp_final,0.0023320041387916725,True,99.3006993006993,retest,close_above_break,20,0.07888291613844747,39.921117083861546,3.9921117083861555,0.8185655942127767,8.108734105621236,,0.7183208084075158,nan,LOW_VOL,0.9172288369742788,,NA_LOW_VOL,1
4,XMRUSDT,2025-01-30 05:20:00+00:00,2025-01-30 06:40:00+00:00,237.24000549316406,230.07752088851134,1.3961635594307658,long,230.07752088851134,265.88994391177494,sl,3.58124230232636,True,97.92626728110599,retest,close_above_break,20,0.35884843555958146,-10.358848435559581,-1.0358848435559582,2.1919784926075216,0.15078378968718065,,0.6597660906197425,nan,LOW_VOL,0.6705515667147925,,NA_LOW_VOL,1
5,BELUSDT,2025-01-30 07:50:00+00:00,2025-02-02 07:50:00+00:00,0.7305999994277954,0.7942000031471252,225.02666506054933,long,0.6861608215316592,0.9083567110123402,time,0.022219588948068095,True,100.0,retest,close_above_break,20,0.1887163627050633,14.122980372094263,1.4122980372094263,1.1026312167622836,3.325893405699862,,0.6597660906197425,nan,LOW_VOL,0.6705515667147925,,NA_LOW_VOL,1
6,QTUMUSDT,2025-02-01 00:40:00+00:00,2025-02-02 15:30:00+00:00,3.561000108718872,3.3050957687921394,39.0771020251672,long,3.3050957687921394,4.584617468425803,sl,0.1279521699633664,True,98.15668202764977,retest,close_above_break,20,0.14756892101604274,-10.147568921016044,-1.0147568921016044,2.0163795228765578,6.096027692325109,,0.5150051170718308,nan,HIGH_VOL,0.2564908639610971,,NA_HIGH_VOL,1
7,DEXEUSDT,2025-02-01 06:25:00+00:00,2025-02-01 11:35:00+00:00,21.915000915527344,20.849685860075162,9.386894467341795,long,20.849685860075162,26.176261137336066,sl,0.5326575277260902,True,97.6958525345622,retest,close_above_break,20,0.22078518093032942,-10.22078518093033,-1.022078518093033,2.005042147843693,0.15206651586326767,,0.5928115658751743,nan,HIGH_VOL,0.2564908639610971,,NA_HIGH_VOL,1
8,ACHUSDT,2025-02-01 12:10:00+00:00,2025-02-01 15:05:00+00:00,0.050652001053094864,0.04523676365743956,1846.6411108815091,long,0.04523676365743956,0.07231295063571608,sl,0.002707618697827651,True,99.53917050691244,retest,close_above_break,20,0.09738967424236432,-10.097389674242365,-1.0097389674242365,2.0006511650603014,0.012187322199485014,,0.7132065313664203,nan,HIGH_VOL,0.2564908639610971,,NA_HIGH_VOL,1
9,PAXGUSDT,2025-02-01 15:20:00+00:00,2025-02-02 08:25:00+00:00,2801.0,2837.698049926643,0.9407972279208874,long,2791.8254875183393,2837.698049926643,tp_final,4.587256240830349,True,99.76958525345621,retest,close_above_break,20,2.917679321949645,31.607744319138273,3.6619674414679872,0.43599046902990873,8.065823677053311,,0.7132065313664203,nan,HIGH_VOL,0.2564908639610971,,NA_HIGH_VOL,1
10,BELUSDT,2025-02-05 12:20:00+00:00,2025-02-05 17:30:00+00:00,0.8289999961853027,0.7748043771786538,184.51675953314898,long,0.7748043771786538,1.0457824722118982,sl,0.02709780950332445,True,98.85321100917432,retest,close_above_break,20,0.16276083224401544,-10.162760832244015,-1.0162760832244015,2.1957486641813384,0.8044923923245973,,0.6698320097359025,nan,LOW_VOL,0.7896519893929892,,NA_LOW_VOL,1
