trade_id,symbol,entry_ts,exit_ts,entry,exit,qty,side,sl,tp,exit_reason,atr_at_entry,regime_up,rs_pct,pullback_type,entry_rule,don_break_len,fees,pnl,pnl_R,mae_over_atr,mfe_over_atr,markov_state_4h,markov_prob_up_4h,trend_regime_1d,vol_regime_1d,vol_prob_low_1d,regime_code_1d,regime_1d,markov_state_up_4h
1,RAYDIUMUSDT,2025-01-22 09:00:00+00:00,2025-01-23 02:15:00+00:00,7.996399879455566,7.496362098020842,19.998488856797326,long,7.496362098020842,9.996551005194465,sl,0.2500188907173624,True,93.93939393939394,retest,rebreak_high,20,0.17040750527216642,-10.170407505272166,-1.0170407505272165,2.0862414359798733,1.2971012365761758,,0.844159444591812,nan,LOW_VOL,0.8694664606843605,,NA_LOW_VOL,1
2,PAXGUSDT,2025-01-24 02:35:00+00:00,2025-01-27 05:50:00+00:00,2758.0,2743.366346355327,0.6833563403108358,long,2743.366346355327,2816.534614578691,sl,7.316826822336388,True,99.06759906759906,retest,rebreak_high,20,2.0676664652350136,-12.067666465235014,-1.2067666465235014,2.050069020932525,2.323411557056862,,0.6231597569761448,nan,LOW_VOL,0.910619809225149,,NA_LOW_VOL,1
3,ORDERUSDT,2025-01-24 08:10:00+00:00,2025-01-24 20:25:00+00:00,0.3334999978542328,0.3156006027543238,558.6780974543008,long,0.3156006027543238,0.40509757825386883,sl,0.008949697549954503,True,76.68997668997669,retest,rebreak_high,20,0.1994510587324378,-10.199451058732437,-1.0199451058732438,2.0894564894047694,1.4525643320938688,,0.5425423590560203,nan,LOW_VOL,0.910619809225149,,NA_LOW_VOL,1
4,1000TOSHIUSDT,2025-01-25 01:10:00+00:00,2025-01-25 18:40:00+00:00,0.6700999736785889,1.1107485483182282,90.77528511855925,long,0.559937830018679,1.1107485483182282,tp_final,0.05508107182995492,True,99.76689976689977,retest,rebreak_high,20,0.08891136778547426,39.91108863221453,3.991108863221453,1.1129046267650895,8.712611910695747,,0.7183208084075158,nan,LOW_VOL,0.9172288369742788,,NA_LOW_VOL,1
5,XCNUSDT,2025-01-25 22:40:00+00:00,2025-01-26 10:15:00+00:00,0.03055799938738346,0.04795780018228659,2298.8768935628887,long,0.026208049188657677,0.04795780018228659,tp_final,0.002174975099362891,True,99.3006993006993,retest,rebreak_high,20,0.09927398657568122,39.900726013424304,3.9900726013424306,0.07103481993580886,8.385704769218425,,0.8624744842313359,nan,LOW_VOL,0.9172288369742788,,NA_LOW_VOL,1
6,1000TOSHIUSDT,2025-01-26 02:25:00+00:00,2025-01-26 15:00:00+00:00,1.2223999500274658,2.1553342822799197,42.87547217114947,long,0.9891663669643523,2.1553342822799197,tp_final,0.11661679153155675,True,99.76689976689977,retest,rebreak_high,20,0.07965207254335882,39.92034792745664,3.992034792745664,0.29326782730057405,8.854643922646666,,0.8778180428729578,nan,LOW_VOL,0.8806603996982352,,NA_LOW_VOL,1
7,BELUSDT,2025-01-29 20:30:00+00:00,2025-02-03 01:55:00+00:00,0.7254999876022339,0.6665995653653816,169.7780698377283,long,0.6665995653653816,0.9611016765496433,sl,0.029450211118426176,True,100.0,retest,rebreak_high,20,0.1299913863186434,-10.129991386318643,-1.0129991386318644,2.2206973024374315,3.1341030947244906,,0.7830944786728398,nan,LOW_VOL,0.8561088806684798,,NA_LOW_VOL,1
8,SKLUSDT,2025-01-29 21:05:00+00:00,2025-01-29 23:00:00+00:00,0.06672000139951706,0.061154152723297606,1796.671196384807,long,0.061154152723297606,0.08898339610439487,sl,0.002782924338109727,True,91.01382488479263,retest,rebreak_high,20,0.12636129521099296,-10.126361295210993,-1.0126361295210993,2.0589863116462093,0.08264666770756095,,0.7830944786728398,nan,LOW_VOL,0.8561088806684798,,NA_LOW_VOL,1
9,SPELLUSDT,2025-01-30 11:15:00+00:00,2025-01-30 16:10:00+00:00,0.0018567000515758991,0.0017107789363386354,68530.17799199432,long,0.0017107789363386354,0.0024403845125249538,sl,7.296055761863184e-05,True,84.33179723502305,retest,rebreak_high,20,0.13446398351346556,-10.134463983513466,-1.0134463983513464,2.0243825121897965,0.3823981137802679,,0.6890123960564234,nan,LOW_VOL,0.6705515667147925,,NA_LOW_VOL,1
10,HYPEUSDT,2025-01-31 15:35:00+00:00,2025-01-31 20:55:00+00:00,28.018999099731445,26.362303151951657,6.0361106172810075,long,26.362303151951657,34.64578289085059,sl,0.8283479738898932,True,97.46543778801843,retest,rebreak_high,20,0.18053835574662358,-10.180538355746624,-1.0180538355746624,2.046241130843309,0.5203147430711262,,0.5705281996959548,nan,LOW_VOL,0.7166168927171331,,NA_LOW_VOL,1
