timestamp,equity
2025-01-25 00:30:00+00:00,968.0532799766083
2025-01-25 10:00:00+00:00,989.8647739957822
2025-01-25 18:40:00+00:00,999.98215088238
2025-01-26 10:15:00+00:00,1031.9027316931194
2025-01-26 15:00:00+00:00,1063.8390100350848
2025-01-27 07:20:00+00:00,978.2117408235943
2025-01-30 15:30:00+00:00,1043.636127889861
2025-01-31 00:00:00+00:00,1033.5296567030503
2025-01-31 18:35:00+00:00,1010.8112079777994
2025-02-01 03:50:00+00:00,1023.3863260184529
2025-02-01 07:45:00+00:00,1000.4993054595451
2025-02-02 15:00:00+00:00,990.4160376326325
2025-02-03 02:05:00+00:00,1053.7361169260298
2025-02-08 15:40:00+00:00,1042.74680079457
2025-02-09 13:30:00+00:00,1053.0064221428368
2025-02-10 13:20:00+00:00,1021.1993461568057
2025-02-18 17:15:00+00:00,1022.5834128446945
2025-02-18 20:30:00+00:00,1054.4552360923756
2025-02-20 18:10:00+00:00,1118.0148437863745
2025-02-20 20:40:00+00:00,1086.2551447552726
2025-02-21 11:10:00+00:00,1097.7399837089922
2025-02-21 15:25:00+00:00,1107.809431304968
2025-02-21 15:35:00+00:00,1077.1682494523689
2025-02-21 15:35:00+00:00,1066.9954284482549
2025-02-21 18:00:00+00:00,1087.3229239061423
2025-02-23 14:35:00+00:00,1056.8587154293145
2025-02-24 03:00:00+00:00,1016.1947407783645
2025-02-24 15:00:00+00:00,1046.7915402468743
2025-02-24 21:05:00+00:00,1026.2930261730928
2025-02-25 06:25:00+00:00,1036.534687865555
2025-02-28 01:30:00+00:00,1032.6916197850733
2025-03-02 16:05:00+00:00,1006.0971576834032
2025-03-03 02:00:00+00:00,997.1332689185839
2025-03-03 05:20:00+00:00,1029.0426180157474
2025-03-03 06:00:00+00:00,1018.8586247407015
2025-03-03 06:30:00+00:00,1008.7365660840941
2025-03-03 18:25:00+00:00,1007.3776684092769
2025-03-03 21:20:00+00:00,985.7974202620555
2025-03-03 23:35:00+00:00,995.9141311034789
2025-03-04 14:35:00+00:00,1017.51737303429
2025-03-06 17:45:00+00:00,978.4031034334165
2025-03-06 21:45:00+00:00,968.1800522480255
2025-03-07 13:25:00+00:00,988.5119894604637
2025-03-07 23:35:00+00:00,958.039650787269
2025-03-11 00:15:00+00:00,998.584354989
2025-03-15 02:15:00+00:00,937.8156038853047
2025-03-16 16:05:00+00:00,1001.2406423759843
2025-03-16 20:00:00+00:00,991.0861214493493
2025-03-17 06:30:00+00:00,969.4054132039107
2025-03-17 10:50:00+00:00,947.9230159763796
2025-03-18 07:20:00+00:00,1019.6461744955093
2025-03-19 00:55:00+00:00,1041.41772259743
2025-03-20 10:15:00+00:00,1094.7997751055423
2025-03-20 14:15:00+00:00,1105.0765101565105
2025-03-21 07:50:00+00:00,1084.6213848024427
2025-03-21 08:05:00+00:00,1074.3703161353233
2025-03-22 04:45:00+00:00,1064.2409548283645
2025-03-22 17:00:00+00:00,1051.5120405045077
2025-03-23 07:20:00+00:00,1085.8222141827969
2025-03-24 15:15:00+00:00,1117.6941022705287
2025-03-24 15:30:00+00:00,1139.3835792875154
2025-03-25 01:35:00+00:00,1118.9880942012783
2025-03-25 07:00:00+00:00,1149.5096181456654
2025-03-26 07:40:00+00:00,1073.166825629042
2025-03-26 18:10:00+00:00,1096.073652377499
2025-03-26 18:25:00+00:00,1108.8628889858342
2025-03-29 15:35:00+00:00,1129.243657010861
2025-04-02 03:15:00+00:00,1098.7182693870868
2025-04-02 21:05:00+00:00,1078.3706911054526
2025-04-02 21:10:00+00:00,1088.5378823219917
2025-04-05 13:50:00+00:00,1068.1717820934844
2025-04-06 05:25:00+00:00,1047.8567961177635
2025-04-06 14:00:00+00:00,1058.0690615824226
2025-04-11 14:25:00+00:00,1069.5984977350652
2025-04-11 16:15:00+00:00,1079.7718122292492
2025-04-12 00:40:00+00:00,1059.4768724612004
2025-04-12 14:50:00+00:00,1079.8031972952401
2025-04-12 17:10:00+00:00,1059.453071098366
2025-04-13 05:35:00+00:00,1060.7407718665384
2025-04-13 06:15:00+00:00,1070.9128324294609
2025-04-13 07:10:00+00:00,1061.7027697265016
2025-04-13 19:15:00+00:00,1082.15048363918
2025-04-13 19:35:00+00:00,1081.0420702718627
2025-04-13 21:00:00+00:00,1083.4739350677273
2025-04-14 01:20:00+00:00,1090.782711207305
2025-04-14 08:50:00+00:00,1092.6474804318445
2025-04-14 20:25:00+00:00,1069.6633462168138
2025-04-14 20:50:00+00:00,1071.8207786594753
2025-04-15 06:30:00+00:00,1091.2302298654342
2025-04-19 20:50:00+00:00,1073.2994543691648
2025-04-20 02:15:00+00:00,1180.0035379196
