threshold,n,ev_R
0.5,5406,0.04082630077314976
0.55,4610,0.030785002931899442
0.6,3864,0.03337326619833372
0.65,3090,0.04014328049780115
0.7,2386,0.041632359927563485
0.75,1707,0.04042560764497199
0.8,1149,0.04671962159954991
0.85,625,0.02229824124949308
0.9,250,0.10004502551187809
0.95,44,0.42363927237000715
