timestamp,equity
2025-01-25 00:30:00+00:00,976.626015753072
2025-01-25 09:00:00+00:00,992.8140849359174
2025-01-26 02:40:00+00:00,1024.5460866588437
2025-01-27 02:35:00+00:00,986.7844766000579
2025-01-27 20:40:00+00:00,1014.4897674695832
2025-01-30 15:30:00+00:00,1006.0596847015631
2025-01-31 00:00:00+00:00,995.9532135147524
2025-01-31 18:35:00+00:00,973.2347647895016
2025-02-01 03:50:00+00:00,985.8098828301551
2025-02-01 07:45:00+00:00,962.9228622712473
2025-02-01 20:30:00+00:00,1016.159673737732
2025-02-02 15:00:00+00:00,952.8395944443347
2025-02-07 22:40:00+00:00,958.9011794567522
2025-02-08 15:40:00+00:00,984.61761885494
2025-02-09 13:30:00+00:00,994.8772402032068
2025-02-13 20:30:00+00:00,988.9239477408299
2025-02-14 21:25:00+00:00,985.5203869554512
2025-02-15 14:00:00+00:00,975.324296239606
2025-02-19 21:25:00+00:00,1023.1873194872871
2025-02-21 03:10:00+00:00,1070.978428150184
2025-02-21 11:10:00+00:00,1098.4544671039037
2025-02-21 15:25:00+00:00,1108.5239146998795
2025-02-21 15:35:00+00:00,1077.8827328472803
2025-02-21 18:00:00+00:00,1088.0374073010537
2025-02-22 06:05:00+00:00,1118.729327181286
2025-02-23 14:35:00+00:00,1067.74601982834
2025-02-24 03:00:00+00:00,1027.08204517739
2025-02-24 15:00:00+00:00,1057.6788446458997
2025-02-24 21:05:00+00:00,1037.1803305721182
2025-02-25 06:25:00+00:00,1047.4219922645805
2025-03-02 16:05:00+00:00,1016.9844620824288
2025-03-03 02:00:00+00:00,997.01646121201
2025-03-03 06:00:00+00:00,994.1515750632454
2025-03-03 06:30:00+00:00,984.029516406638
2025-03-03 18:25:00+00:00,1007.260860702703
2025-03-03 21:20:00+00:00,996.6847246610811
2025-03-03 23:35:00+00:00,1006.8014355025044
2025-03-05 13:45:00+00:00,1017.4005653277161
2025-03-05 16:35:00+00:00,1004.3355683382913
2025-03-06 17:45:00+00:00,974.9119497017889
2025-03-06 21:45:00+00:00,964.6888985163979
2025-03-07 13:25:00+00:00,985.0208357288361
2025-03-07 23:35:00+00:00,954.5484970556414
2025-03-08 06:45:00+00:00,995.0932012573724
2025-03-15 02:15:00+00:00,934.324450153677
2025-03-16 20:00:00+00:00,987.8038406354336
2025-03-17 10:50:00+00:00,944.431862244752
2025-03-18 07:20:00+00:00,1031.8602726323586
2025-03-18 22:10:00+00:00,997.9583615620686
2025-03-19 00:30:00+00:00,950.131932389995
2025-03-19 00:55:00+00:00,1032.2895420862371
2025-03-20 10:15:00+00:00,1088.8601590068304
2025-03-20 16:05:00+00:00,1099.1368940577986
2025-03-21 07:50:00+00:00,1078.6817687037308
2025-03-21 08:05:00+00:00,1068.4307000366114
2025-03-21 08:45:00+00:00,1042.383859993315
2025-03-22 03:55:00+00:00,1051.2360095303302
2025-03-22 04:45:00+00:00,1058.3013387296526
2025-03-23 07:20:00+00:00,1052.271990175676
2025-03-24 15:30:00+00:00,1111.1174220833625
2025-03-25 01:35:00+00:00,1110.0069280681194
2025-03-25 12:20:00+00:00,1121.2434609415125
2025-03-26 05:10:00+00:00,1062.523428370378
2025-03-26 07:20:00+00:00,1073.4367450663758
2025-03-26 18:25:00+00:00,1099.8817228526752
2025-03-27 15:40:00+00:00,1120.262490877702
